type,id,project_id,submitter_id,assay_instrument,assay_instrument_model,assay_method,assay_instrument_mode,assay_kit_name,assay_kit_vendor,assay_kit_version,cell_concentration,cell_count,experimental_step,molecular_concentration,analytes.id,analytes.submitter_id
quantification_assay,11798e74-be74-4b29-a64d-c9bec9729cdd,bpa-Sysmex_P0001_T1,091_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.4048616,7362ecd4-4ab4-4ff9-84b7-f8ae8deab125,091_analyte_K2EDTA_2h_storage_RT
quantification_assay,e48941eb-a114-4132-ba03-c48141efb052,bpa-Sysmex_P0001_T1,092_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.046027911,599b7a7e-80b9-4dfb-bee9-787a11b67b1d,092_analyte_Streck_2h_storage_RT
quantification_assay,df6d8e2a-3dc3-4516-aff7-352e891dd283,bpa-Sysmex_P0001_T1,093_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.028545244,06de2f3f-25bd-484e-9eee-8a94cc11b777,093_analyte_Streck_3d_storage_RT
quantification_assay,ee5d62e0-c829-485f-bd0f-b44e08d4c6a9,bpa-Sysmex_P0001_T1,094_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.033802756,13071faa-0fac-4f1e-9059-56c6c1ff70c2,094_analyte_Streck_3d_storage_RT_agitation
quantification_assay,dfa1ae7a-8029-4c0d-a6c5-6512e9ca4a72,bpa-Sysmex_P0001_T1,095_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.036359644,a0240833-a019-49bd-9e08-f75c2882e295,095_analyte_Streck_5d_storage_RT
quantification_assay,08505e52-6da0-4c70-b3d6-cf18097cdcce,bpa-Sysmex_P0001_T1,096_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.057141822,a6a977f4-6e7a-43a5-b252-7bdc5c0dd305,096_analyte_K2EDTA_2h_storage_RT
quantification_assay,284e6e19-f845-4518-b2a1-c23befa7f5ec,bpa-Sysmex_P0001_T1,097_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.059663022,93034bbf-067e-49af-9bf6-b59ddc3af05c,097_analyte_Streck_2h_storage_RT
quantification_assay,4d65cf5d-426b-4e01-8062-cbdcd2277afc,bpa-Sysmex_P0001_T1,098_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.048838533,2677fe5d-201f-49db-b876-59408082f8af,098_analyte_Streck_3d_storage_RT
quantification_assay,bdb5c40e-c8be-4dd6-b0f4-87e7ccbd9f3c,bpa-Sysmex_P0001_T1,099_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.061042178,6045f6d5-f8b4-4cfe-94d6-9a47f1680a3e,099_analyte_Streck_3d_storage_RT_agitation
quantification_assay,15897f42-de38-481f-8ec3-87dc2d605924,bpa-Sysmex_P0001_T1,100_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.070783289,498fd0ca-26a8-4af2-b2d7-411aabd4cf10,100_analyte_Streck_5d_storage_RT
quantification_assay,22a31c40-1e02-4df4-ac67-e5d339dfe7b5,bpa-Sysmex_P0001_T1,101_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.049517111,95a588e3-e418-458b-b8bc-5b2f8ccf5873,101_analyte_K2EDTA_2h_storage_RT
quantification_assay,dfda2d0f-9c7e-4daa-852b-d1d37cf8f9ac,bpa-Sysmex_P0001_T1,102_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.033417511,0782f60a-d135-4d30-9f52-0d13c904b6a9,102_analyte_Streck_2h_storage_RT
quantification_assay,ac1e5ac9-da8f-4193-bfca-6ea4483fff69,bpa-Sysmex_P0001_T1,103_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0451924,493a1c51-56b3-4871-8065-ce6d7355d22d,103_analyte_Streck_3d_storage_RT
quantification_assay,6fb243cf-cb8e-4807-bdae-621befdc94b4,bpa-Sysmex_P0001_T1,104_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.043018311,793466af-e339-4788-9fc2-89d92322a25d,104_analyte_Streck_3d_storage_RT_agitation
quantification_assay,b3aa087e-77f0-43ec-9a8e-d41c97fb6529,bpa-Sysmex_P0001_T1,105_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.037575511,9ef0bacf-71b3-4e46-80da-ba5a4b7e74fd,105_analyte_Streck_5d_storage_RT
quantification_assay,5f847d69-87c7-43fa-adfe-90c9a0867ad4,bpa-Sysmex_P0001_T1,106_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.090503111,edd682f3-421e-4c8d-b4b2-360ec719d0e0,106_analyte_K2EDTA_2h_storage_RT
quantification_assay,0fa1d471-f536-42a2-a7e8-725311970cb3,bpa-Sysmex_P0001_T1,107_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.093338667,acaac915-4750-4cf1-a10c-ff40162300c5,107_analyte_Streck_2h_storage_RT
quantification_assay,5bcf97ef-eee0-4005-910c-89e7355b7c2d,bpa-Sysmex_P0001_T1,108_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0868604,3269a984-7ec3-4ba2-afaf-9aa1e44f88f3,108_analyte_Streck_3d_storage_RT
quantification_assay,f1752373-4d0c-46f6-b315-60adcb2121c1,bpa-Sysmex_P0001_T1,109_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.088031778,df06a1a1-cb06-4ef2-a2d7-4732b7a39af6,109_analyte_Streck_3d_storage_RT_agitation
quantification_assay,85d7d744-a087-4086-b68b-fb605c311e11,bpa-Sysmex_P0001_T1,110_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.088293822,a8a5f016-61e4-46d8-94f9-ca5ccb4fc768,110_analyte_Streck_5d_storage_RT
quantification_assay,254bef82-3b76-41e1-80d1-01cbff2d6ce0,bpa-Sysmex_P0001_T1,111_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.079171156,19c88039-01e9-4444-9c2e-27019ab1482f,111_analyte_K2EDTA_2h_storage_RT
quantification_assay,972222a8-1cd4-46c0-9716-0b6887102fd4,bpa-Sysmex_P0001_T1,112_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.086428222,b14aeaf0-ea71-4ef3-b850-e22aacac0a33,112_analyte_Streck_2h_storage_RT
quantification_assay,01968c24-f6e5-4548-9019-d29bc5b5f592,bpa-Sysmex_P0001_T1,113_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.067144489,eef1c098-6abb-4ca6-af21-8eda7ed88976,113_analyte_Streck_3d_storage_RT
quantification_assay,e81f3baa-c2c9-45d9-be8f-eb9dd206c9e8,bpa-Sysmex_P0001_T1,114_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.070393156,4a9dd5a5-c433-4f9d-8b5d-562214bd1371,114_analyte_Streck_3d_storage_RT_agitation
quantification_assay,9ba4a4ff-4bcf-4a09-855e-292c57f0777c,bpa-Sysmex_P0001_T1,115_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0764764,482a031c-7b4a-4712-b075-b5b450784483,115_analyte_Streck_5d_storage_RT
quantification_assay,6243c582-295f-4800-af91-91fea7fd779a,bpa-Sysmex_P0001_T1,116_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.050017733,17d7162a-7f68-4357-8a95-f8fa1bfef1e2,116_analyte_K2EDTA_2h_storage_RT
quantification_assay,ae17ae69-8aa9-481e-9785-24b177f85aab,bpa-Sysmex_P0001_T1,117_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.047705778,c54c63ae-6c30-45c3-9978-f8281e468777,117_analyte_Streck_2h_storage_RT
quantification_assay,37ce9120-5a31-4ccc-a01e-9bfd6f345033,bpa-Sysmex_P0001_T1,118_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.050592667,5da9fa97-bc27-46e8-b09f-2256115809d7,118_analyte_Streck_3d_storage_RT
quantification_assay,6f8e444a-9af8-4cf3-8cd4-2289441f4958,bpa-Sysmex_P0001_T1,031_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.124218844,8d649fb6-1f3e-41c4-8a9f-aa2146aee718,031_analyte_K2EDTA_2h_storage_RT
quantification_assay,cc90018d-000c-48d1-a739-bbe6989635cf,bpa-Sysmex_P0001_T1,032_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.148135289,72c77e77-4d50-4686-a11f-249a3726fe06,032_analyte_Streck_2h_storage_RT
quantification_assay,cc2cc3eb-7b80-49f1-b1e3-1e20cd381931,bpa-Sysmex_P0001_T1,033_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.113176311,b12da52e-6cb0-4003-bc58-1ed0d4fc0acf,033_analyte_Streck_3d_storage_RT
quantification_assay,3e23a222-cd65-4fc6-b8c8-dfb055c7fa85,bpa-Sysmex_P0001_T1,034_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.1256684,6a572275-c79c-446d-afae-f8a2c5c5347c,034_analyte_Streck_3d_storage_RT_agitation
quantification_assay,915bdeb6-91b2-44f9-96b2-0efb765e3dd4,bpa-Sysmex_P0001_T1,035_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.113044311,a8d978e0-bc80-4ada-9657-4e859de130a9,035_analyte_Streck_5d_storage_RT
quantification_assay,b3f5ac98-bc27-42c9-becc-d359f5ba9a67,bpa-Sysmex_P0001_T1,036_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.121898578,0db5acf0-d452-461d-9bcf-279febdf57d4,036_analyte_K2EDTA_2h_storage_RT
quantification_assay,e3d22fc5-d64d-4a2c-adca-1a4a2bfc218d,bpa-Sysmex_P0001_T1,037_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.110818889,2e0b809b-438a-447b-bfc1-a232913c6f80,037_analyte_Streck_2h_storage_RT
quantification_assay,aef15b05-757d-42ad-984d-c5c62a4edd93,bpa-Sysmex_P0001_T1,038_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.097401822,a3bd5744-99a1-4666-a194-77a00acf3df7,038_analyte_Streck_3d_storage_RT
quantification_assay,baade349-7359-403f-97e5-9a5bbf2ebd4b,bpa-Sysmex_P0001_T1,039_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.096169822,ece3957b-1047-4712-817f-a5724477df45,039_analyte_Streck_3d_storage_RT_agitation
quantification_assay,8c41b962-1813-43d7-84f8-17519d779387,bpa-Sysmex_P0001_T1,040_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.1715692,54253ca2-8d29-4b44-89a6-07a338798f64,040_analyte_Streck_5d_storage_RT
quantification_assay,f070c48a-9d7e-4b36-893e-17938fe29ef0,bpa-Sysmex_P0001_T1,041_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.040122133,6c2f6ac7-0511-4471-acd4-3876d5cbf483,041_analyte_K2EDTA_2h_storage_RT
quantification_assay,0220e475-07c8-46e3-ba56-62830c2740e4,bpa-Sysmex_P0001_T1,042_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.039971067,52a4b5fb-a074-4084-a6cd-4d741674f9c6,042_analyte_Streck_2h_storage_RT
quantification_assay,73a7c82d-28e5-4f78-aaeb-504267c98fd2,bpa-Sysmex_P0001_T1,119_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.051196933,95a5595b-f527-4db7-9107-9b54661876f0,119_analyte_Streck_3d_storage_RT_agitation
quantification_assay,a10c55a4-a94e-4704-96d8-8e8ae6895e29,bpa-Sysmex_P0001_T1,120_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.053739644,c5cec137-eed1-49cc-8e54-19338f4c181b,120_analyte_Streck_5d_storage_RT
quantification_assay,dccc536e-2a16-4a2c-aa7d-29ab793732a2,bpa-Sysmex_P0001_T1,271_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.061910444,32b32c23-7270-4d1c-aff3-a9c1b7e6e1aa,271_analyte_K2EDTA_2h_storage_RT
quantification_assay,6a2178db-89ae-4073-9b56-398758f5e0f6,bpa-Sysmex_P0001_T1,272_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.062146578,1bfc5d09-1145-401b-a409-00330fd88252,272_analyte_Streck_2h_storage_RT
quantification_assay,c837ca5e-6d4d-437f-957a-675835582457,bpa-Sysmex_P0001_T1,273_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.055442933,9e1205f1-3a9b-441f-baaf-61d8672a7e9c,273_analyte_Streck_3d_storage_RT
quantification_assay,3e4d4608-6b49-4dca-af0e-6a2bd6f23ee9,bpa-Sysmex_P0001_T1,274_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.057277244,ed7934db-2872-4a2b-a5d2-0994f46d8d20,274_analyte_Streck_3d_storage_RT_agitation
quantification_assay,f91528ff-209f-4c45-b4df-5a17ce426b05,bpa-Sysmex_P0001_T1,275_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.062197911,63d27d94-6748-4d4b-a41e-7f43d44c2845,275_analyte_Streck_5d_storage_RT
quantification_assay,0a09d646-3dbf-4a76-b502-0578332f2a1f,bpa-Sysmex_P0001_T1,276_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0508816,deb5bb9e-b0c1-4b33-ac61-af91d09db7da,276_analyte_K2EDTA_2h_storage_RT
quantification_assay,aa393766-5275-46d8-9810-ed1c239df184,bpa-Sysmex_P0001_T1,277_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.044113911,a6b2e6d2-9c56-414d-b100-f8e486b99d1b,277_analyte_Streck_2h_storage_RT
quantification_assay,294de7ca-2b4b-4984-b423-478c6090f876,bpa-Sysmex_P0001_T1,278_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.049618311,cea9a47e-a32c-4c18-bd5b-9ffdcae79568,278_analyte_Streck_3d_storage_RT
quantification_assay,baa822c7-1a8b-4031-a67d-fe37cb5b0373,bpa-Sysmex_P0001_T1,279_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.043945244,db97cca2-cf73-4e0e-aee1-cd2d51880fb0,279_analyte_Streck_3d_storage_RT_agitation
quantification_assay,e35de1c0-e6eb-4628-9c14-60e169f13875,bpa-Sysmex_P0001_T1,280_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.048950978,47bf23a4-2383-4046-944d-b488d14147eb,280_analyte_Streck_5d_storage_RT
quantification_assay,1c343906-ef6e-44c2-9d80-b5efbe0b225e,bpa-Sysmex_P0001_T1,281_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.044142756,a744f437-f9c1-4b84-a73d-ee8daad335df,281_analyte_K2EDTA_2h_storage_RT
quantification_assay,a93bb922-1e1f-485f-9538-749885fd13e8,bpa-Sysmex_P0001_T1,282_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.029412044,663a527a-6579-4528-ad44-f331cf884677,282_analyte_Streck_2h_storage_RT
quantification_assay,119127ac-0653-47df-a015-95abe5d15f5b,bpa-Sysmex_P0001_T1,043_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0455972,344a5410-342d-4a09-8266-0ed2efaf980a,043_analyte_Streck_3d_storage_RT
quantification_assay,dad4e7aa-424c-46b4-a9a3-f70ac75693d1,bpa-Sysmex_P0001_T1,044_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.036867111,e71d3bdb-17ae-4d5a-b5f5-d4a6828e8498,044_analyte_Streck_3d_storage_RT_agitation
quantification_assay,55c53b36-b4f7-4f9a-a732-74495f979247,bpa-Sysmex_P0001_T1,045_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.039556489,57ae1181-61c8-492f-9acd-fff3e4e76a18,045_analyte_Streck_5d_storage_RT
quantification_assay,46eb4789-5102-4455-9b8b-7c1a8b0dc498,bpa-Sysmex_P0001_T1,046_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.068109556,9a6164c1-4262-40e4-9816-167dd9b3996a,046_analyte_K2EDTA_2h_storage_RT
quantification_assay,9f524e48-2398-4aa6-a1f3-da5b77dc9944,bpa-Sysmex_P0001_T1,047_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.061159022,8d4b0286-855e-47af-a222-10cc86dd5c3c,047_analyte_Streck_2h_storage_RT
quantification_assay,f2524cb1-ab47-4895-907c-36db98994c3f,bpa-Sysmex_P0001_T1,048_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0669636,e2b254d4-7ca0-40ad-ac5d-591125f59e34,048_analyte_Streck_3d_storage_RT
quantification_assay,548419ce-e8b7-484e-9d1e-41c3f9c7aa28,bpa-Sysmex_P0001_T1,049_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.0813648,f152291c-0d99-41e0-bc67-7dd637530b46,049_analyte_Streck_3d_storage_RT_agitation
quantification_assay,017d9118-d942-4ed2-901b-b87fafffb4a1,bpa-Sysmex_P0001_T1,050_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.062297156,9a1277fd-70d0-46f2-b675-96edac61e124,050_analyte_Streck_5d_storage_RT
quantification_assay,3e480990-67c2-4543-afd8-867310cce4d2,bpa-Sysmex_P0001_T1,051_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.079417067,188aa6ef-6fb0-4059-a4cb-c06e296e96ca,051_analyte_K2EDTA_2h_storage_RT
quantification_assay,723b0bbc-29b1-495c-a00e-0ce13f04b0ce,bpa-Sysmex_P0001_T1,052_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.073660889,23be4a0f-4cc8-40f2-bca6-3d3968df22b2,052_analyte_Streck_2h_storage_RT
quantification_assay,1e531257-348c-47a8-8374-1937982243bf,bpa-Sysmex_P0001_T1,053_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.071104,dcc3a375-6661-4c47-8ba5-b4f12cafc46c,053_analyte_Streck_3d_storage_RT
quantification_assay,7aa7abc0-a455-4f0d-a6d5-cf563bc9a8ea,bpa-Sysmex_P0001_T1,054_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.067988311,ddf5b982-23af-4097-8856-e5cf552316e6,054_analyte_Streck_3d_storage_RT_agitation
quantification_assay,3a49866c-7bc5-4847-9f87-977f9e885ea4,bpa-Sysmex_P0001_T1,055_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.066557333,f2a8a018-d4f5-4f0e-b8f8-1d0a50dfd877,055_analyte_Streck_5d_storage_RT
quantification_assay,85525fd9-db4a-4d82-a9cb-4e3c239789b6,bpa-Sysmex_P0001_T1,056_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.033590578,ff4f8f2a-b0dc-4a5c-8b84-51da5f1ab0f2,056_analyte_K2EDTA_2h_storage_RT
quantification_assay,0eb51cba-8107-4f02-9074-9e2ac5615c5c,bpa-Sysmex_P0001_T1,057_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.039462133,9fcf128b-afda-4c3e-b02a-ed932d47c700,057_analyte_Streck_2h_storage_RT
quantification_assay,8151ccfd-7966-43da-8b16-405917a100c7,bpa-Sysmex_P0001_T1,058_qPCR_datapoint_96bp_Streck_3d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.036517067,79d1755d-0fe3-4195-ae4a-070d561f6593,058_analyte_Streck_3d_storage_RT
quantification_assay,b0fdb57e-2c80-4444-9a85-582b2b8648d3,bpa-Sysmex_P0001_T1,059_qPCR_datapoint_96bp_Streck_3d_storage_RT_agitation,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.032358089,42e8afa3-2d02-4253-a7d3-ce112ebfdb76,059_analyte_Streck_3d_storage_RT_agitation
quantification_assay,42c2d6c1-7dcc-4d96-898f-d7a229bc2bd4,bpa-Sysmex_P0001_T1,060_qPCR_datapoint_96bp_Streck_5d_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.033737244,3d667af9-6d5c-4d08-ad36-4793d4bfd7f8,060_analyte_Streck_5d_storage_RT
quantification_assay,c0be0005-0690-4a99-be7f-ea0d1e3a9cc8,bpa-Sysmex_P0001_T1,001_qPCR_datapoint_96bp_K2EDTA_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.219896844,823c6482-787a-44c5-b7b3-0a00fe14816f,001_analyte_K2EDTA_2h_storage_RT
quantification_assay,e8f8c492-961b-4830-b342-cd55876b2705,bpa-Sysmex_P0001_T1,002_qPCR_datapoint_96bp_Streck_2h_storage_RT,Applied Biosystems Real-Time PCR System,ABI 7500 Fast Dx Real-Time PCR,qPCR,,,,,,,,0.064791956,f3604d42-894c-47ad-9464-b0daa02b96e6,002_analyte_Streck_2h_storage_RT
